player_name,date,xG,xA,expected_goal_involvements
Harry Kane,2021-05-23,0.6880059838294983,0.08327089995145798,0.7712768837809563
Harry Kane,2021-05-19,0.08376560360193253,0.05615830048918724,0.13992390409111977
Harry Kane,2021-05-16,1.699679970741272,0.09173130244016647,1.7914112731814384
Harry Kane,2021-05-08,0.1082099974155426,0.2938610017299652,0.4020709991455078
Harry Kane,2021-05-02,0.8295260071754456,0.13899900019168854,0.9685250073671341
Harry Kane,2021-04-16,1.115339994430542,0.17461800575256348,1.2899580001831055
Harry Kane,2021-04-11,0.08632980287075043,0.0,0.08632980287075043
Harry Kane,2021-04-04,2.1688499450683594,0.0,2.1688499450683594
Harry Kane,2021-03-21,0.8867200016975403,0.0,0.8867200016975403
Harry Kane,2021-03-14,0.09230300039052963,0.0,0.09230300039052963
Harry Kane,2021-03-07,0.8502749800682068,0.938493013381958,1.7887679934501648
Harry Kane,2021-03-04,0.7693870067596436,0.016936400905251503,0.7863234076648951
Harry Kane,2021-02-28,0.7446269989013672,0.17964300513267517,0.9242700040340424
Harry Kane,2021-02-21,0.29422900080680847,0.048659298568964005,0.3428882993757725
Harry Kane,2021-02-13,0.06891539692878723,0.04152020066976547,0.1104355975985527
Harry Kane,2021-02-07,0.9038709998130798,0.10636100172996521,1.010232001543045
Harry Kane,2021-01-28,0.0,0.0,0.0
Harry Kane,2021-01-17,0.3359439969062805,0.48131099343299866,0.8172549903392792
Harry Kane,2021-01-13,0.8275259733200073,0.2551180124282837,1.082643985748291
Harry Kane,2021-01-02,1.05062997341156,0.3311310112476349,1.381760984659195
Harry Kane,2020-12-27,0.1278890073299408,0.0,0.1278890073299408
Harry Kane,2020-12-20,0.2843640148639679,0.0,0.2843640148639679
Harry Kane,2020-12-16,0.500203013420105,0.0,0.500203013420105
Harry Kane,2020-12-13,0.504580020904541,0.03597220033407211,0.5405522212386131
Harry Kane,2020-12-06,0.30193600058555603,0.01921829953789711,0.32115430012345314
Harry Kane,2020-11-29,0.044592201709747314,0.1287440061569214,0.1733362078666687
Harry Kane,2020-11-21,0.0,0.3569459915161133,0.3569459915161133
Harry Kane,2020-11-08,0.6683930158615112,0.1977500021457672,0.8661430180072784
Harry Kane,2020-11-01,1.3493599891662598,0.0,1.3493599891662598
Harry Kane,2020-10-26,0.2189050018787384,0.38756901025772095,0.6064740121364594
Harry Kane,2020-10-18,0.736968994140625,0.35393500328063965,1.0909039974212646
Harry Kane,2020-10-04,1.4817500114440918,0.4705809950828552,1.952331006526947
Harry Kane,2020-09-27,1.5078200101852417,0.7060989737510681,2.21391898393631
Harry Kane,2020-09-20,0.6855260133743286,1.3486000299453735,2.034126043319702
Harry Kane,2020-09-13,0.15844300389289856,0.333871990442276,0.49231499433517456
Mohamed Salah,2021-05-23,0.715507984161377,0.1116430014371872,0.8271509855985641
Mohamed Salah,2021-05-19,0.8914819955825806,0.504351019859314,1.3958330154418945
Mohamed Salah,2021-05-16,0.3011229932308197,0.19180099666118622,0.4929239898920059
Mohamed Salah,2021-05-13,0.6146450042724609,0.14987699687480927,0.7645220011472702
Mohamed Salah,2021-05-08,0.5884270071983337,0.7057809829711914,1.2942079901695251
Mohamed Salah,2021-04-24,0.783955991268158,0.30802300572395325,1.0919789969921112
Mohamed Salah,2021-04-19,0.16159699857234955,0.0,0.16159699857234955
Mohamed Salah,2021-04-10,1.0629099607467651,0.0658721998333931,1.1287821605801582
Mohamed Salah,2021-04-03,0.7923409938812256,0.44228699803352356,1.2346279919147491
Mohamed Salah,2021-03-15,0.2274399995803833,0.09732790291309357,0.32476790249347687
Mohamed Salah,2021-03-07,0.16750100255012512,0.0,0.16750100255012512
Mohamed Salah,2021-03-04,0.019067099317908287,0.032743699848651886,0.05181079916656017
Mohamed Salah,2021-02-28,0.791359007358551,0.0312390998005867,0.8225981071591377
Mohamed Salah,2021-02-20,0.4824509918689728,0.02815690077841282,0.5106078926473856
Mohamed Salah,2021-02-13,0.43783101439476013,0.08761720359325409,0.5254482179880142
Mohamed Salah,2021-02-07,0.7978590130805969,0.0,0.7978590130805969
Mohamed Salah,2021-02-03,0.8020399808883667,0.0,0.8020399808883667
Mohamed Salah,2021-01-31,0.8132749795913696,0.05669260025024414,0.8699675798416138
Mohamed Salah,2021-01-28,0.13037799298763275,0.4068320095539093,0.537210002541542
Mohamed Salah,2021-01-21,0.16213199496269226,0.10159999877214432,0.2637319937348366
Mohamed Salah,2021-01-17,0.1729310005903244,0.15234699845314026,0.32527799904346466
Mohamed Salah,2021-01-04,0.3883270025253296,0.057704199105501175,0.44603120163083076
Mohamed Salah,2020-12-30,0.63544100522995,0.0,0.63544100522995
Mohamed Salah,2020-12-27,0.19078700244426727,0.021702999249100685,0.21249000169336796
Mohamed Salah,2020-12-19,0.36208000779151917,0.2817290127277374,0.6438090205192566
Mohamed Salah,2020-12-16,0.316554993391037,0.060025498270988464,0.37658049166202545
Mohamed Salah,2020-12-13,0.878633975982666,0.0,0.878633975982666
Mohamed Salah,2020-12-06,0.5458139777183533,0.5185689926147461,1.0643829703330994
Mohamed Salah,2020-11-28,0.07743760198354721,0.0795179009437561,0.15695550292730331
Mohamed Salah,2020-11-08,0.7990099787712097,0.08930540084838867,0.8883153796195984
Mohamed Salah,2020-10-31,0.9047229886054993,0.0236137006431818,0.9283366892486811
Mohamed Salah,2020-10-24,0.8926399946212769,0.08665519952774048,0.9792951941490173
Mohamed Salah,2020-10-17,0.3813210129737854,0.32388800382614136,0.7052090167999268
Mohamed Salah,2020-10-04,0.582610011100769,0.6701310276985168,1.2527410387992859
Mohamed Salah,2020-09-28,0.21806600689888,0.37634000182151794,0.594406008720398
Mohamed Salah,2020-09-20,0.22132200002670288,0.23261100053787231,0.4539330005645752
Mohamed Salah,2020-09-12,1.93982994556427,0.2325430065393448,2.172372952103615
Bruno Fernandes,2021-05-18,0.26362499594688416,0.014647900126874447,0.2782728960737586
Bruno Fernandes,2021-05-13,0.36556699872016907,0.47926199436187744,0.8448289930820465
Bruno Fernandes,2021-05-11,0.06144719943404198,0.0,0.06144719943404198
Bruno Fernandes,2021-05-09,1.0192500352859497,0.04868850111961365,1.0679385364055634
Bruno Fernandes,2021-04-25,0.4267269968986511,0.12024000287055969,0.5469669997692108
Bruno Fernandes,2021-04-18,0.44403699040412903,0.0,0.44403699040412903
Bruno Fernandes,2021-04-11,0.023325299844145775,0.7584050297737122,0.7817303296178579
Bruno Fernandes,2021-04-04,0.3155499994754791,0.4075790047645569,0.723129004240036
Bruno Fernandes,2021-03-14,0.4597629904747009,0.40182098746299744,0.8615839779376984
Bruno Fernandes,2021-03-07,0.7611690163612366,0.058110401034355164,0.8192794173955917
Bruno Fernandes,2021-03-03,0.0,0.13194100558757782,0.13194100558757782
Bruno Fernandes,2021-02-28,0.04772850126028061,0.016167299821972847,0.06389580108225346
Bruno Fernandes,2021-02-21,0.7922430038452148,0.3907240033149719,1.1829670071601868
Bruno Fernandes,2021-02-14,0.1370690017938614,0.0,0.1370690017938614
Bruno Fernandes,2021-02-06,0.32501399517059326,0.16004200279712677,0.48505599796772003
Bruno Fernandes,2021-02-02,1.0288599729537964,1.2065399885177612,2.2353999614715576
Bruno Fernandes,2021-01-30,0.1422100067138672,0.019513800740242004,0.1617238074541092
Bruno Fernandes,2021-01-27,0.09849759936332703,0.39478498697280884,0.49328258633613586
Bruno Fernandes,2021-01-20,0.16202299296855927,0.4207189977169037,0.582741990685463
Bruno Fernandes,2021-01-17,0.6552460193634033,0.020907200872898102,0.6761532202363014
Bruno Fernandes,2021-01-12,0.1514350026845932,0.09373009949922562,0.24516510218381882
Bruno Fernandes,2021-01-01,0.8477740287780762,0.39691099524497986,1.244685024023056
Bruno Fernandes,2020-12-29,0.5090649724006653,0.12185200303792953,0.6309169754385948
Bruno Fernandes,2020-12-26,0.8285470008850098,0.8771679997444153,1.705715000629425
Bruno Fernandes,2020-12-20,1.0553799867630005,0.3863050043582916,1.4416849911212921
Bruno Fernandes,2020-12-17,0.00945081003010273,0.007461669854819775,0.016912479884922504
Bruno Fernandes,2020-12-12,0.19054600596427917,0.10356400161981583,0.294110007584095
Bruno Fernandes,2020-12-05,0.0,1.0379799604415894,1.0379799604415894
Bruno Fernandes,2020-11-29,0.9385089874267578,0.40463998913764954,1.3431489765644073
Bruno Fernandes,2020-11-21,0.8740450143814087,1.1748100519180298,2.0488550662994385
Bruno Fernandes,2020-11-07,0.36987999081611633,0.4181309938430786,0.788010984659195
Bruno Fernandes,2020-11-01,0.009800850413739681,0.0590583011507988,0.06885915156453848
Bruno Fernandes,2020-10-24,0.09443339705467224,0.12857399880886078,0.22300739586353302
Bruno Fernandes,2020-10-17,0.9601430296897888,0.48876500129699707,1.4489080309867859
Bruno Fernandes,2020-10-04,0.7611690163612366,0.021867699921131134,0.7830367162823677
Bruno Fernandes,2020-09-26,0.7611690163612366,0.6000800132751465,1.361249029636383
Bruno Fernandes,2020-09-19,0.1287519931793213,0.10400699824094772,0.232758991420269
Son Heung-Min,2021-05-23,0.10236100107431412,0.10687199980020523,0.20923300087451935
Son Heung-Min,2021-05-19,0.0,0.0,0.0
Son Heung-Min,2021-05-16,0.07230520248413086,0.2623339891433716,0.33463919162750244
Son Heung-Min,2021-05-08,0.49598899483680725,0.07476270198822021,0.5707516968250275
Son Heung-Min,2021-05-02,0.06867410242557526,0.703249990940094,0.7719240933656693
Son Heung-Min,2021-04-21,0.8118799924850464,0.09282120317220688,0.9047011956572533
Son Heung-Min,2021-04-16,0.11972100287675858,0.23645900189876556,0.35618000477552414
Son Heung-Min,2021-04-11,0.5633829832077026,0.1973849982023239,0.7607679814100266
Son Heung-Min,2021-04-04,0.0,0.0,0.0
Son Heung-Min,2021-03-14,0.0,0.0,0.0
Son Heung-Min,2021-03-07,0.3084380030632019,0.6745330095291138,0.9829710125923157
Son Heung-Min,2021-03-04,0.06407169997692108,0.929311990737915,0.9933836907148361
Son Heung-Min,2021-02-28,0.2683599889278412,1.701949954032898,1.9703099429607391
Son Heung-Min,2021-02-21,0.07521390169858932,0.14076200127601624,0.21597590297460556
Son Heung-Min,2021-02-13,0.0,0.0,0.0
Son Heung-Min,2021-02-07,0.548183023929596,0.019500600174069405,0.5676836241036654
Son Heung-Min,2021-02-04,0.0923956036567688,0.08409059792757034,0.17648620158433914
Son Heung-Min,2021-01-31,0.07583259791135788,0.07697030156850815,0.15280289947986603
Son Heung-Min,2021-01-28,0.07533329725265503,0.0,0.07533329725265503
Son Heung-Min,2021-01-17,0.3944529891014099,0.48292699456214905,0.877379983663559
Son Heung-Min,2021-01-13,1.4992400407791138,0.0,1.4992400407791138
Son Heung-Min,2021-01-02,0.39656001329421997,0.5457119941711426,0.9422720074653625
Son Heung-Min,2020-12-27,0.053613901138305664,0.1278890073299408,0.18150290846824646
Son Heung-Min,2020-12-20,0.5937250256538391,0.24150800704956055,0.8352330327033997
Son Heung-Min,2020-12-16,0.34816598892211914,0.7143179774284363,1.0624839663505554
Son Heung-Min,2020-12-13,0.11575199663639069,0.044738199561834335,0.16049019619822502
Son Heung-Min,2020-12-06,0.01921829953789711,0.2506310045719147,0.2698493041098118
Son Heung-Min,2020-11-29,0.0,0.0,0.0
Son Heung-Min,2020-11-21,0.35714301466941833,0.0,0.35714301466941833
Son Heung-Min,2020-11-08,0.4123559892177582,0.014106499962508678,0.42646248918026686
Son Heung-Min,2020-11-01,0.031925398856401443,0.06438030302524567,0.09630570188164711
Son Heung-Min,2020-10-26,0.49077698588371277,0.0,0.49077698588371277
Son Heung-Min,2020-10-18,0.6596710085868835,0.15893200039863586,0.8186030089855194
Son Heung-Min,2020-10-04,0.43716898560523987,0.7250530123710632,1.162221997976303
Son Heung-Min,2020-09-27,0.07022760063409805,0.4043219983577728,0.4745495989918709
Son Heung-Min,2020-09-20,1.3486000299453735,0.12914599478244781,1.4777460247278214
Son Heung-Min,2020-09-13,0.052547600120306015,0.3083310127258301,0.3608786128461361
Patrick Bamford,2021-05-23,0.9326940178871155,0.02822040021419525,0.9609144181013107
Patrick Bamford,2021-05-18,0.8535159826278687,0.10955899953842163,0.9630749821662903
Patrick Bamford,2021-05-15,0.041496701538562775,0.0,0.041496701538562775
Patrick Bamford,2021-05-08,0.7582489848136902,0.09327500313520432,0.8515239879488945
Patrick Bamford,2021-05-01,0.0,0.0,0.0
Patrick Bamford,2021-04-25,0.0,0.10386200249195099,0.10386200249195099
Patrick Bamford,2021-04-19,0.9725090265274048,0.0,0.9725090265274048
Patrick Bamford,2021-04-10,0.0,0.06275539845228195,0.06275539845228195
Patrick Bamford,2021-04-03,0.3702070116996765,0.2537989914417267,0.6240060031414032
Patrick Bamford,2021-03-19,0.5305569767951965,0.45855799317359924,0.9891149699687958
Patrick Bamford,2021-03-13,0.0,0.040747400373220444,0.040747400373220444
Patrick Bamford,2021-03-08,0.8346189856529236,0.014148199930787086,0.8487671855837107
Patrick Bamford,2021-02-27,0.09888970106840134,0.0,0.09888970106840134
Patrick Bamford,2021-02-23,0.4572939872741699,0.11203400045633316,0.5693279877305031
Patrick Bamford,2021-02-19,0.13651299476623535,0.0,0.13651299476623535
Patrick Bamford,2021-02-14,0.05294869840145111,0.011645699851214886,0.064594398252666
Patrick Bamford,2021-02-08,1.013550043106079,0.0,1.013550043106079
Patrick Bamford,2021-02-03,0.22943399846553802,0.16467300057411194,0.39410699903964996
Patrick Bamford,2021-01-31,0.367233008146286,1.3075300455093384,1.6747630536556244
Patrick Bamford,2021-01-26,0.09861390292644501,0.0,0.09861390292644501
Patrick Bamford,2021-01-16,0.0,0.06527529656887054,0.06527529656887054
Patrick Bamford,2021-01-02,0.6609629988670349,0.0,0.6609629988670349
Patrick Bamford,2020-12-29,0.5402569770812988,0.46832001209259033,1.0085769891738892
Patrick Bamford,2020-12-27,0.8071569800376892,0.0,0.8071569800376892
Patrick Bamford,2020-12-20,0.5187280178070068,0.0,0.5187280178070068
Patrick Bamford,2020-12-16,0.71983802318573,0.046243101358413696,0.7660811245441437
Patrick Bamford,2020-12-11,0.24674899876117706,0.0,0.24674899876117706
Patrick Bamford,2020-12-05,0.6893759965896606,0.0,0.6893759965896606
Patrick Bamford,2020-11-28,0.8106619715690613,0.08747699856758118,0.8981389701366425
Patrick Bamford,2020-11-22,1.0268499851226807,0.0,1.0268499851226807
Patrick Bamford,2020-11-07,0.45719701051712036,0.0,0.45719701051712036
Patrick Bamford,2020-11-02,1.598449945449829,0.0,1.598449945449829
Patrick Bamford,2020-10-23,1.002619981765747,0.17602400481700897,1.178643986582756
Patrick Bamford,2020-10-19,0.18855899572372437,0.0,0.18855899572372437
Patrick Bamford,2020-10-03,0.5319880247116089,0.0,0.5319880247116089
Patrick Bamford,2020-09-27,0.6920660138130188,0.05031979829072952,0.7423858121037483
Patrick Bamford,2020-09-19,0.09100160002708435,0.12778200209140778,0.21878360211849213
Patrick Bamford,2020-09-12,0.07107680290937424,0.0,0.07107680290937424
Dominic Calvert-Lewin,2021-05-23,0.07406499981880188,0.0,0.07406499981880188
Dominic Calvert-Lewin,2021-05-19,0.18960000574588776,0.12274699658155441,0.31234700232744217
Dominic Calvert-Lewin,2021-05-16,0.7796059846878052,0.0,0.7796059846878052
Dominic Calvert-Lewin,2021-05-13,0.16980700194835663,0.0,0.16980700194835663
Dominic Calvert-Lewin,2021-05-09,0.4440459907054901,1.0219000577926636,1.4659460484981537
Dominic Calvert-Lewin,2021-05-01,0.6463099718093872,0.0,0.6463099718093872
Dominic Calvert-Lewin,2021-04-23,0.143435999751091,0.0,0.143435999751091
Dominic Calvert-Lewin,2021-04-05,0.7477149963378906,0.11067000031471252,0.8583849966526031
Dominic Calvert-Lewin,2021-03-13,1.3402999639511108,0.0,1.3402999639511108
Dominic Calvert-Lewin,2021-03-08,0.028528999537229538,0.0,0.028528999537229538
Dominic Calvert-Lewin,2021-03-04,0.47933200001716614,0.13184300065040588,0.611175000667572
Dominic Calvert-Lewin,2021-03-01,0.09802509844303131,0.0,0.09802509844303131
Dominic Calvert-Lewin,2021-02-20,0.4430530071258545,0.0,0.4430530071258545
Dominic Calvert-Lewin,2021-02-06,0.5810049772262573,0.0755997970700264,0.6566047742962837
Dominic Calvert-Lewin,2021-02-03,1.3261899948120117,0.0,1.3261899948120117
Dominic Calvert-Lewin,2021-01-30,0.02857219986617565,0.07009430229663849,0.09866650216281414
Dominic Calvert-Lewin,2021-01-27,0.17119100689888,0.0,0.17119100689888
Dominic Calvert-Lewin,2021-01-01,0.14013400673866272,0.0,0.14013400673866272
Dominic Calvert-Lewin,2020-12-26,0.2395849972963333,0.0631026029586792,0.3026876002550125
Dominic Calvert-Lewin,2020-12-19,0.2398969978094101,0.0,0.2398969978094101
Dominic Calvert-Lewin,2020-12-16,1.0228099822998047,0.0,1.0228099822998047
Dominic Calvert-Lewin,2020-12-12,0.05877310037612915,0.0,0.05877310037612915
Dominic Calvert-Lewin,2020-12-05,1.5808500051498413,0.0,1.5808500051498413
Dominic Calvert-Lewin,2020-11-28,0.21547900140285492,0.045993298292160034,0.26147229969501495
Dominic Calvert-Lewin,2020-11-22,1.2041399478912354,0.10704000294208527,1.3111799508333206
Dominic Calvert-Lewin,2020-11-07,0.04357380047440529,0.0,0.04357380047440529
Dominic Calvert-Lewin,2020-11-01,0.7297899723052979,0.24678799510002136,0.9765779674053192
Dominic Calvert-Lewin,2020-10-25,0.0,0.0,0.0
Dominic Calvert-Lewin,2020-10-17,0.6323379874229431,0.0,0.6323379874229431
